,AAPL,AMZN,ATT,AUD,BOND,EUR,GE,GOLD,INTC,SILVER,SPY
2011-12-22,14.233929,8.9515,22.401814,1.0129,1104.633262,1.305,138.846161,1606.07,24.02,29.11,125.269997
2011-12-23,14.404643,8.864,22.560423,1.0151,1101.161415,1.3044,140.230774,1606.88,24.4,29.1213,126.389999
2011-12-27,14.518929,8.8135,22.688822,1.0157,1102.503831,1.3071,138.538467,1592.95,24.559999,28.6925,126.489998
2011-12-28,14.38,8.6945,22.620846,1.0094,1107.035463,1.2941,137.153839,1556.8,24.23,27.105,124.830002
2011-12-29,14.468571,8.693,22.787008,1.0137,1107.587167,1.2961,139.0,1545.65,24.549999,27.7525,126.120003
2011-12-30,14.464286,8.655,22.839878,1.0209,1108.715043,1.2961,137.769226,1564.91,24.25,27.835,125.5
2012-01-03,14.686786,8.9515,22.94562,1.0378,1106.027932,1.305,141.230774,1603.95,24.540001,29.7006,127.5
2012-01-04,14.765714,8.8755,22.983383,1.0369,1105.20164,1.2943,142.769226,1611.95,25.110001,29.1875,127.699997
2012-01-05,14.929643,8.8805,22.960726,1.0264,1104.989237,1.2789,142.692307,1622.71,25.4,29.3488,128.039993
2012-01-06,15.085714,9.1305,22.416918,1.0228,1106.548772,1.2717,143.461533,1617.08,25.25,28.745,127.709999
2012-01-09,15.061786,8.928,22.401814,1.024,1107.181328,1.2765,145.07692,1611.15,25.469999,29.015,128.020004
2012-01-10,15.115714,8.967,22.477341,1.0314,1107.06256,1.2778,144.0,1632.33,25.59,29.9675,129.130005
2012-01-11,15.091071,8.945,22.651056,1.031,1109.478488,1.2707,145.230774,1641.99,25.799999,29.9938,129.199997
2012-01-12,15.049643,8.7965,22.749245,1.0333,1108.877549,1.2814,145.615387,1649.99,25.75,30.2862,129.509995
2012-01-13,14.993214,8.921,22.711479,1.0322,1111.793032,1.268,144.92308,1638.92,25.139999,29.725,128.839996
2012-01-17,15.167857,9.083,22.847431,1.0376,1112.205337,1.2736,144.153839,1652.38,25.040001,30.08,129.339996
2012-01-18,15.325357,9.472,22.907854,1.0437,1110.03421,1.2863,146.307693,1659.84,25.389999,30.5538,130.770004
2012-01-19,15.276786,9.7225,22.97583,1.0419,1107.644782,1.2968,147.307693,1658.5,25.629999,30.6275,131.460007
2012-01-20,15.010714,9.5465,23.043806,1.0484,1105.631197,1.2931,147.307693,1666.6,26.379999,32.185,131.949997
2012-01-23,15.264643,9.3045,22.960726,1.0525,1104.65604,1.3013,145.692307,1676.85,26.709999,32.33,131.610001
2012-01-24,15.014643,9.35,22.726585,1.0492,1104.66886,1.3036,144.92308,1665.25,26.9,32.065,131.460007
2012-01-25,15.952143,9.39,22.817221,1.0597,1106.906845,1.3106,147.153839,1710.8,26.9,33.185,132.559998
2012-01-26,15.879643,9.666,22.243202,1.0632,1110.48785,1.3109,146.692307,1720.08,26.75,33.455,131.880005
2012-01-27,15.974286,9.7685,22.02417,1.0658,1111.543319,1.322,146.384613,1738.95,26.73,33.9037,131.820007
2012-01-30,16.178928,9.6075,22.160122,1.0599,1113.754327,1.3144,145.384613,1729.85,26.74,33.4925,131.369995
2012-01-31,16.302856,9.722,22.212992,1.0621,1115.29626,1.3084,143.92308,1737.76,26.42,33.1725,131.320007
2012-02-01,16.2925,8.973,22.356495,1.0705,1113.558521,1.3161,144.384613,1743.53,26.549999,33.7088,132.470001
2012-02-02,16.254286,9.086,22.5,1.0712,1114.269384,1.3144,144.230774,1759.55,26.49,34.3037,132.679993
2012-02-03,16.417143,9.384,22.620846,1.0771,1110.046982,1.3158,146.307693,1726.33,26.74,33.6588,134.539993
2012-02-06,16.570356,9.157,22.635952,1.0726,1112.731034,1.313,146.538467,1720.25,26.719999,33.6625,134.449997
2012-02-07,16.743929,9.2095,22.688822,1.0809,1110.501385,1.3261,147.538467,1745.45,26.639999,34.1488,134.789993
2012-02-08,17.024286,9.274,22.673716,1.0799,1110.725336,1.326,148.0,1733.13,26.85,33.975,135.190002
2012-02-09,17.613214,9.249,22.651056,1.0785,1108.852282,1.3286,147.153839,1729.54,26.860001,33.9056,135.360001
2012-02-10,17.622143,9.277,22.537764,1.0673,1111.341461,1.3197,145.230774,1721.85,26.700001,33.5825,134.360001
2012-02-13,17.950001,9.5795,22.688822,1.0732,1110.77277,1.3186,146.692307,1722.25,26.700001,33.725,135.360001
2012-02-14,18.195,9.565,22.711479,1.0691,1113.267169,1.3134,145.692307,1720.23,26.780001,33.585,135.190002
2012-02-15,17.77393,9.2235,22.560423,1.0697,1112.741984,1.3066,144.307693,1728.18,26.58,33.4525,134.559998
2012-02-16,17.936071,8.9965,22.673716,1.0755,1109.161075,1.313,146.230774,1728.25,26.83,33.4888,136.050003
2012-02-17,17.932858,9.125,22.666162,1.0706,1108.867289,1.314,148.307693,1723.49,27.370001,33.2862,136.410004
2012-02-21,18.387501,9.113,22.915407,1.0663,1107.71318,1.3234,149.307693,1759.25,27.16,34.315,136.470001
2012-02-22,18.322857,9.029,22.87009,1.0638,1109.638865,1.3249,149.153839,1776.3,26.73,34.2975,136.029999
2012-02-23,18.442499,8.9445,23.006042,1.0717,1110.317403,1.3373,148.538467,1780.78,26.66,35.3619,136.630005
2012-02-24,18.657499,8.9565,22.915407,1.0694,1110.603109,1.3448,148.0,1772.35,26.700001,35.3925,136.929993
2012-02-27,18.777143,8.9265,22.930513,1.0758,1112.957454,1.3398,146.692307,1767.65,26.889999,35.3913,137.160004
2012-02-28,19.121786,9.19,23.058912,1.0766,1112.937379,1.3458,147.384613,1784.25,27.24,36.915,137.559998
2012-02-29,19.372856,8.9845,23.104231,1.0732,1111.895669,1.3325,146.538467,1696.76,26.879999,34.675,137.020004
2012-03-01,19.445356,9.002,23.134441,1.0809,1109.807842,1.3311,147.07692,1718.25,26.860001,35.485,137.729996
2012-03-02,19.470715,8.965,23.31571,1.0733,1111.936686,1.3198,145.92308,1712.45,26.92,34.7742,137.309998
2012-03-05,19.04143,9.013,23.406343,1.0671,1110.696236,1.3217,145.0,1706.32,26.540001,33.985,136.75
2012-03-06,18.937857,9.0545,23.20997,1.0553,1112.344917,1.3112,141.692307,1674.38,26.610001,32.955,134.75
2012-03-07,18.953215,9.1885,23.323263,1.0583,1110.588041,1.3149,144.384613,1684.91,26.91,33.4266,135.690002
2012-03-08,19.356787,9.382,23.413897,1.0644,1109.34824,1.3275,146.384613,1699.85,26.84,33.875,137.039993
2012-03-09,19.470358,9.216,23.549849,1.0576,1108.587956,1.3123,146.461533,1713.85,27.07,34.2838,137.570007
2012-03-12,19.714287,9.1695,23.746223,1.0516,1109.05989,1.3155,147.153839,1701.34,26.99,33.6675,137.580002
2012-03-13,20.289286,9.2295,23.889729,1.0553,1106.028979,1.3084,150.692307,1674.03,27.49,33.4113,140.059998
2012-03-14,21.056429,9.113,23.753777,1.0453,1099.565132,1.3032,152.230774,1644.79,27.459999,32.18,139.910004
2012-03-15,20.912857,9.2215,23.897282,1.0525,1100.280643,1.308,155.07692,1658.66,27.75,32.4831,140.720001
2012-03-16,20.913214,9.2525,23.859516,1.059,1100.168825,1.3175,155.384613,1659.98,27.73,32.5225,140.300003
2012-03-19,21.467857,9.276,23.904835,1.0607,1096.997779,1.3238,155.461533,1664.5,27.74,32.945,140.850006
2012-03-20,21.64143,9.6165,24.010574,1.048,1096.985885,1.3225,154.384613,1650.86,27.75,32.155,140.440002
2012-03-21,21.517857,9.5865,24.048338,1.0459,1100.343157,1.3216,154.384613,1650.55,27.780001,32.145,140.210007
2012-03-22,21.405001,9.62,23.950151,1.0389,1100.523425,1.3201,152.692307,1645.91,27.9,31.575,139.199997
2012-03-23,21.2875,9.752,23.806646,1.0467,1101.79115,1.327,152.153839,1661.7,27.879999,32.2171,139.649994
2012-03-26,21.677856,10.1435,24.010574,1.0534,1101.853062,1.3359,154.230774,1690.18,28.190001,32.83,141.610001
2012-03-27,21.945715,10.272,23.897282,1.046,1104.083165,1.3313,154.153839,1680.75,28.190001,32.5962,141.169998
2012-03-28,22.057858,10.058,23.685801,1.0389,1103.753347,1.3317,153.92308,1663.55,27.799999,32.065,140.470001
2012-03-29,21.780714,10.2305,23.572508,1.0383,1104.895593,1.3302,153.461533,1661.57,28.16,32.2438,140.229996
2012-03-30,21.4125,10.1255,23.587612,1.0346,1102.373556,1.3343,154.384613,1668.15,28.120001,32.2447,140.809998
2012-04-02,22.093929,9.9025,23.753777,1.0419,1103.192753,1.3321,154.0,1677.75,28.379999,32.98,141.839996
2012-04-03,22.475714,9.983,23.73867,1.0331,1099.33063,1.3233,153.538467,1645.85,28.110001,32.6325,141.259995
2012-04-04,22.296785,9.6995,23.844412,1.027,1100.621746,1.3142,151.846161,1620.55,27.93,31.3838,139.860001
2012-04-05,22.63143,9.7195,23.36858,1.0299,1102.669676,1.3066,149.92308,1631.15,28.07,31.705,139.789993
2012-04-09,22.7225,9.5935,23.141994,1.0313,1108.290118,1.3106,147.692307,1640.26,27.76,31.5362,138.220001
2012-04-10,22.444286,9.349,22.756798,1.0251,1109.79629,1.3082,144.153839,1659.93,27.450001,31.8025,135.899994
2012-04-11,22.364286,9.3985,22.998489,1.03,1107.958569,1.311,146.230774,1658.98,27.85,31.585,137.0
2012-04-12,22.241785,9.5345,23.293051,1.0438,1107.461015,1.3188,148.461533,1675.78,28.48,32.365,138.789993
2012-04-13,21.615356,9.423,23.066465,1.037,1109.704555,1.3078,145.230774,1658.38,28.09,31.5225,137.139999
2012-04-16,20.718929,9.275,23.119335,1.0356,1110.614347,1.3142,145.384613,1652.01,28.41,31.51,137.050003
2012-04-17,21.775,9.4195,23.330816,1.039,1109.143233,1.3127,148.769226,1649.59,28.469999,31.7025,139.080002
2012-04-18,21.726429,9.5535,23.225077,1.0359,1110.102393,1.3123,146.92308,1642.24,27.950001,31.635,138.610001
2012-04-19,20.98,9.555,23.217524,1.0331,1110.900118,1.3138,147.230774,1642.82,27.690001,31.775,137.720001
2012-04-20,20.463572,9.499,23.308157,1.038,1109.919077,1.3219,148.92308,1643.05,27.6,31.6975,137.949997
2012-04-23,20.417856,9.412,23.119335,1.0319,1111.051144,1.3156,146.692307,1638.84,27.450001,30.8675,136.789993
2012-04-24,20.01,9.5165,23.957705,1.0315,1109.865874,1.3197,150.307693,1642.25,27.309999,30.8413,137.309998
2012-04-25,21.785713,9.721,23.972811,1.0353,1109.114518,1.3217,149.615387,1643.72,27.860001,30.715,139.190002
2012-04-26,21.703571,9.7995,24.501511,1.039,1109.849774,1.3219,150.92308,1657.35,28.219999,31.095,140.160004
2012-04-27,21.535713,11.3425,24.675226,1.0471,1110.566222,1.3255,152.153839,1662.85,28.379999,31.2725,140.389999
2012-04-30,20.856428,11.595,24.856495,1.0429,1111.29483,1.3239,150.615387,1664.75,28.4,31.0294,139.869995
2012-05-01,20.790358,11.502,24.96979,1.0334,1109.658322,1.3237,152.307693,1662.4,28.950001,30.975,140.740005
2012-05-02,20.927856,11.5125,24.954683,1.0333,1111.371007,1.3158,152.07692,1653.45,29.18,30.6475,140.320007
2012-05-03,20.779285,11.4725,25.007553,1.0264,1111.733971,1.3152,150.846161,1636.05,28.559999,30.0913,139.25
2012-05-04,20.1875,11.1995,24.818731,1.0182,1113.241625,1.3084,148.769226,1642.35,27.9,30.3688,137.0
2012-05-07,20.338572,11.258,24.924471,1.0197,1113.16488,1.3051,148.615387,1638.45,27.76,30.0738,137.100006
2012-05-08,20.292143,11.195,24.954683,1.0121,1114.251184,1.3005,148.07692,1605.4,27.370001,29.445,136.550003
2012-05-09,20.327856,11.149,24.780968,1.0051,1113.178398,1.2929,145.461533,1589.55,27.190001,29.2125,135.740005
2012-05-10,20.375713,11.3345,25.022659,1.0082,1112.340911,1.2936,146.846161,1594.01,27.24,29.0794,136.020004
2012-05-11,20.239643,11.384,25.37009,1.002,1113.420621,1.2917,146.230774,1579.35,27.629999,28.915,135.610001
2012-05-14,19.936428,11.1465,25.324774,0.9958,1114.734956,1.2823,143.07692,1556.73,27.02,28.1612,134.110001
2012-05-15,19.756071,11.2195,25.188822,0.9937,1114.528108,1.2729,141.538467,1544.1,26.879999,27.725,133.339996
2012-05-16,19.502857,11.203,25.067976,0.9914,1114.278028,1.2716,146.153839,1539.75,26.5,27.22,132.830002
2012-05-17,18.932858,10.918,25.143505,0.9888,1115.671963,1.2698,145.230774,1574.14,26.190001,28.045,130.860001
2012-05-18,18.942142,10.6925,25.42296,0.9844,1114.828521,1.278,145.769226,1593.03,26.07,28.7475,129.740005
2012-05-21,20.045713,10.9055,25.400303,0.9915,1113.911151,1.2818,147.07692,1593.33,26.15,28.475,131.970001
2012-05-22,19.891787,10.7665,25.332327,0.981,1111.07893,1.2684,147.538467,1568.5,26.030001,28.185,132.199997
2012-05-23,20.377144,10.864,25.196375,0.9746,1113.590447,1.2582,147.538467,1561.53,25.440001,27.8037,132.270004
2012-05-24,20.190001,10.762,25.407854,0.9763,1111.784236,1.2532,148.07692,1559.3,25.65,28.305,132.529999
2012-05-25,20.081785,10.6445,25.44562,0.9758,1112.090393,1.2517,147.692307,1573.0,25.74,28.52,132.100006
2012-05-29,20.438213,10.7375,25.634441,0.9848,1112.587842,1.2503,148.846161,1555.34,26.09,27.8625,133.699997
2012-05-30,20.684643,10.4615,25.558912,0.9704,1116.62863,1.2367,146.461533,1562.93,26.129999,27.905,131.759995
2012-05-31,20.633215,10.6455,25.808157,0.9734,1117.872123,1.2365,146.846161,1560.51,25.84,27.705,131.470001
2012-06-01,20.035357,10.411,25.604231,0.9701,1120.917351,1.2434,142.615387,1624.0,25.139999,28.5275,128.160004
2012-06-04,20.153214,10.7285,25.793051,0.9728,1118.259941,1.2499,139.615387,1619.0,25.040001,28.245,128.100006
2012-06-05,20.10107,10.6605,25.725077,0.9742,1116.775532,1.2452,140.307693,1617.05,25.43,28.5337,129.070007
2012-06-06,20.409286,10.882,26.102718,0.9927,1113.922005,1.2582,145.230774,1619.55,26.07,29.4375,131.970001
2012-06-07,20.418571,10.94,25.800604,0.9894,1114.134815,1.2561,146.153839,1589.32,25.940001,28.6025,132.050003
2012-06-08,20.725714,10.924,26.095165,0.9916,1114.168694,1.2517,147.692307,1593.4,26.41,28.4987,133.100006
2012-06-11,20.39893,10.825,26.125378,0.9864,1116.299108,1.2482,147.0,1596.8,25.99,28.5713,131.410004
2012-06-12,20.577143,10.821,26.419941,0.9959,1113.755446,1.2503,149.846161,1609.71,26.52,28.9737,132.919998
2012-06-13,20.434286,10.7365,26.419941,0.9934,1115.835955,1.2557,149.0,1617.16,26.540001,28.825,132.070007
2012-06-14,20.411785,10.7225,26.956194,1.0024,1115.234618,1.2633,151.692307,1623.6,26.98,28.6431,133.470001
2012-06-15,20.504642,10.9175,26.971298,1.0075,1116.654857,1.2638,153.846161,1627.1,27.34,28.6925,134.139999
2012-06-18,20.920713,11.133,26.910875,1.0124,1116.910051,1.2576,151.92308,1628.09,27.42,28.7163,134.399994
2012-06-19,20.97893,11.2015,26.79003,1.0188,1115.587894,1.2685,153.846161,1618.39,27.51,28.425,135.699997
2012-06-20,20.919287,11.151,26.744713,1.0194,1115.079247,1.2707,154.615387,1607.5,27.639999,28.1587,135.479996
2012-06-21,20.631071,11.0285,26.457705,1.0034,1116.652602,1.254,150.230774,1566.37,26.709999,26.8975,132.440002
2012-06-22,20.789286,11.108,26.563444,1.0064,1114.542682,1.257,152.384613,1572.43,26.940001,26.915,133.460007
2012-06-25,20.384644,11.0035,26.397282,1.0011,1117.236322,1.2504,150.153839,1584.38,26.049999,27.5325,131.320007
2012-06-26,20.429644,11.2805,26.419941,1.0064,1116.099645,1.2491,152.307693,1572.86,26.01,27.115,131.979996
2012-06-27,20.517857,11.281,26.57855,1.008,1116.372977,1.2468,154.846161,1574.19,26.219999,26.925,133.169998
2012-06-28,20.323214,11.0655,26.729607,1.0045,1117.686416,1.2444,155.384613,1552.68,25.83,26.3675,132.789993
2012-06-29,20.857143,11.4175,26.933535,1.0238,1114.999232,1.2667,160.307693,1597.45,26.65,27.4962,136.100006
2012-07-02,21.161428,11.466,27.341391,1.0249,1118.613795,1.2576,157.615387,1597.01,26.67,27.4925,136.509995
2012-07-03,21.407499,11.4765,27.190332,1.0283,1116.78854,1.2608,157.153839,1617.45,26.860001,28.2975,137.410004
2012-07-05,21.783571,11.353,27.016617,1.0287,1118.168757,1.2392,156.384613,1604.58,26.549999,27.6812,136.789993
2012-07-06,21.638571,11.2525,26.767372,1.0213,1120.206689,1.2291,153.846161,1583.85,26.16,27.1038,135.490005
2012-07-09,21.924643,11.2525,26.842899,1.0208,1121.782785,1.2313,154.153839,1587.65,26.17,27.355,135.320007
2012-07-10,21.721786,10.975,26.767372,1.0192,1123.081708,1.225,150.92308,1567.15,25.559999,26.82,134.139999
2012-07-11,21.586786,10.9185,26.63142,1.0251,1123.470321,1.2239,151.384613,1576.38,25.389999,27.1213,134.160004
2012-07-12,21.389286,10.768,26.336859,1.0139,1124.166165,1.2203,149.538467,1571.73,24.74,27.1725,133.509995
2012-07-13,21.606071,10.9195,26.699396,1.0226,1123.650952,1.2249,152.07692,1589.6,25.25,27.325,135.75
2012-07-16,21.675358,10.8005,26.752266,1.0249,1125.637087,1.2273,150.692307,1589.4,25.129999,27.335,135.429993
2012-07-17,21.67643,10.8465,27.05438,1.0316,1124.439711,1.2294,151.692307,1583.41,25.379999,27.3213,136.360001
2012-07-18,21.652143,10.8735,27.333838,1.0363,1126.412841,1.2284,152.615387,1573.45,26.209999,27.1875,137.369995
2012-07-19,21.940001,11.3085,26.797583,1.0427,1125.694796,1.2281,152.307693,1581.54,26.059999,27.255,137.729996
2012-07-20,21.582144,11.4145,26.654079,1.0378,1127.716284,1.2157,152.846161,1584.53,25.52,27.3113,136.470001
2012-07-23,21.565357,11.3005,26.722054,1.0259,1128.005366,1.2117,154.538467,1576.75,25.26,27.03,135.089996
2012-07-24,21.46143,11.152,26.155588,1.0221,1128.939076,1.2061,153.615387,1581.18,25.01,26.9625,133.929993
2012-07-25,20.534643,10.8525,26.68429,1.0307,1128.970002,1.2158,153.846161,1603.85,25.129999,27.3663,133.960007
2012-07-26,20.531429,11.0005,27.416918,1.0397,1128.448425,1.2283,158.153839,1615.85,25.5,27.5425,136.169998
2012-07-27,20.898571,11.866,28.051359,1.0483,1123.489409,1.2322,160.92308,1623.2,26.02,27.7487,138.679993
2012-07-30,21.251072,11.8045,28.270393,1.0503,1126.40534,1.226,160.0,1621.96,25.76,28.1838,138.679993
2012-07-31,21.812857,11.665,28.640484,1.0503,1127.031707,1.2304,159.615387,1614.58,25.700001,27.985,137.710007
2012-08-01,21.671785,11.6045,28.429003,1.0461,1125.056586,1.2225,159.461533,1599.58,25.93,27.425,137.589996
2012-08-02,21.706785,11.5405,28.353474,1.0465,1127.35757,1.218,157.846161,1588.05,25.91,27.1413,136.639999
2012-08-03,21.989286,11.7485,28.383686,1.0569,1123.377302,1.2387,161.230774,1603.55,26.23,27.8,139.350006
2012-08-06,22.233929,11.6995,28.406343,1.0569,1124.610771,1.2401,161.307693,1610.68,26.309999,27.895,139.619995
2012-08-07,22.175358,11.828,28.277946,1.0554,1121.576244,1.2399,162.461533,1612.35,26.5,28.125,140.320007
2012-08-08,22.137857,11.719,28.270393,1.0571,1120.749631,1.2365,161.615387,1612.55,26.6,28.045,140.490005
2012-08-09,22.168928,11.703,28.119335,1.058,1120.450403,1.2306,162.0,1617.18,26.700001,28.1513,140.610001
2012-08-10,22.203571,11.6375,28.31571,1.0577,1121.652854,1.2289,162.307693,1620.15,26.879999,28.115,140.839996
2012-08-13,22.5,11.622,28.240181,1.0517,1121.420948,1.2332,161.461533,1609.75,26.690001,27.835,140.770004
2012-08-14,22.560356,11.6595,28.134441,1.0489,1118.211208,1.2322,161.07692,1599.05,26.48,27.82,140.789993
2012-08-15,22.529642,11.871,28.021149,1.0505,1114.463224,1.229,161.230774,1603.1,26.27,27.835,140.949997
2012-08-16,22.726429,12.0775,28.126888,1.0511,1112.829605,1.2356,161.92308,1615.13,26.59,28.2075,141.990005
2012-08-17,23.146786,12.0585,28.074018,1.042,1113.768808,1.2334,161.538467,1616.4,26.33,28.0838,142.179993
2012-08-20,23.755358,12.0175,27.862537,1.0444,1114.174949,1.2346,161.0,1620.5,26.23,28.7875,142.190002
2012-08-21,23.430714,11.9725,27.635952,1.0487,1114.648305,1.2473,160.384613,1637.8,26.110001,29.315,141.759995
2012-08-22,23.888214,12.155,27.613293,1.0505,1118.537654,1.2529,159.846161,1654.5,25.73,29.8325,141.820007
2012-08-23,23.665358,12.06,27.613293,1.0441,1120.307925,1.2564,158.769226,1670.53,25.040001,30.5738,140.660004
2012-08-24,23.686428,12.287,27.907854,1.0403,1119.317372,1.2512,160.0,1670.5,24.91,30.7825,141.509995
2012-08-27,24.13143,12.196,27.847431,1.0369,1120.67698,1.2499,160.384613,1663.97,24.84,30.725,141.539993
2012-08-28,24.1,12.3055,27.673716,1.0377,1121.179566,1.2565,160.07692,1666.75,25.0,30.8838,141.399994
2012-08-29,24.0525,12.356,27.809668,1.0352,1120.103594,1.253,160.153839,1656.5,24.67,30.7382,141.509995
2012-08-30,23.709642,12.311,27.711479,1.0289,1121.486915,1.2506,158.769226,1655.6,24.27,30.45,140.490005
2012-08-31,23.758572,12.4135,27.673716,1.0322,1124.111388,1.2579,159.307693,1691.85,24.83,31.7363,141.160004
2012-09-04,24.106071,12.394,27.802114,1.0225,1123.677488,1.2566,157.769226,1695.88,24.42,32.3288,141.029999
2012-09-05,23.936787,12.311,27.89275,1.0193,1123.096944,1.2601,158.846161,1692.93,24.389999,32.2594,140.910004
2012-09-06,24.1525,12.569,28.277946,1.0284,1119.76547,1.2631,163.92308,1700.33,25.1,32.6362,143.770004
2012-09-07,24.30143,12.957,28.172205,1.0385,1120.4937,1.2816,166.07692,1735.85,24.190001,33.68,144.330002
2012-09-10,23.669287,12.8545,28.26284,1.0335,1119.76099,1.2758,165.230774,1726.06,23.26,33.365,143.509995
2012-09-11,23.592501,12.7835,28.413897,1.0434,1119.517336,1.2855,166.07692,1731.88,23.34,33.495,143.910004
2012-09-12,23.92107,12.7815,28.489426,1.0466,1117.147436,1.29,168.384613,1730.75,23.190001,33.2525,144.389999
2012-09-13,24.392143,13.012,28.814199,1.0547,1118.443688,1.2991,169.384613,1767.12,23.360001,34.6637,146.589996
2012-09-14,24.688572,13.0635,28.141994,1.0551,1115.274374,1.313,170.07692,1770.5,23.370001,34.6625,147.240005
2012-09-17,24.992144,12.9,28.398792,1.0476,1116.637663,1.3117,169.615387,1761.25,23.309999,34.205,146.740005
2012-09-18,25.068214,12.9375,28.444109,1.0457,1117.194474,1.3048,171.07692,1771.31,23.370001,34.815,146.619995
2012-09-19,25.075001,13.084,28.519636,1.048,1118.453264,1.3049,172.538467,1770.3,23.15,34.605,146.699997
2012-09-20,24.953571,13.0405,28.655588,1.0436,1118.820367,1.2968,172.538467,1768.53,23.18,34.67,146.710007
2012-09-21,25.003214,12.8735,28.76133,1.0458,1119.523063,1.298,173.307693,1773.1,23.129999,34.5313,145.869995
2012-09-24,24.67107,12.74,28.889729,1.0425,1121.092185,1.2931,172.0,1764.4,22.799999,33.9938,145.649994
2012-09-25,24.055,12.623,28.746223,1.039,1122.136046,1.2899,171.615387,1760.64,22.540001,33.765,144.100006
2012-09-26,23.75643,12.4835,28.76133,1.0371,1123.820238,1.2873,170.0,1752.75,22.65,33.95,143.289993
2012-09-27,24.332857,12.8295,28.693354,1.0442,1122.575665,1.2913,174.846161,1777.38,23.09,34.6325,144.639999
2012-09-28,23.825001,12.716,28.474319,1.0378,1122.642856,1.286,174.692307,1772.25,22.66,34.4888,143.970001
2012-10-01,23.549643,12.6005,28.512085,1.0361,1123.264999,1.2888,175.461533,1775.43,22.76,34.66,144.350006
2012-10-02,23.618214,12.53,28.557402,1.0267,1123.582046,1.292,175.307693,1774.57,22.84,34.6237,144.5
2012-10-03,23.980356,12.796,28.829306,1.0216,1123.380726,1.2905,176.230774,1777.88,22.549999,34.605,145.089996
2012-10-04,23.814285,13.0235,28.957705,1.0241,1121.594415,1.3018,176.538467,1790.15,22.469999,35.0088,146.130005
2012-10-05,23.306786,12.9255,28.595165,1.0187,1119.424576,1.3045,177.846161,1780.7,22.68,34.5225,146.139999
2012-10-09,22.708929,12.548,28.051359,1.0205,1120.211175,1.2885,174.0,1764.2,21.9,33.9087,144.199997
2012-10-10,22.889643,12.2495,27.885197,1.0234,1121.216902,1.2875,172.538467,1762.29,21.76,33.9812,143.279999
2012-10-11,22.432142,12.211,27.386707,1.0264,1122.258879,1.2928,173.153839,1767.18,21.68,33.9987,143.360001
2012-10-12,22.489643,12.118,26.910875,1.0233,1122.98985,1.2951,172.92308,1754.03,21.48,33.4675,142.889999
2012-10-15,22.67,12.209,26.593657,1.0253,1122.880022,1.2949,174.153839,1737.4,21.73,32.73,144.080002
2012-10-16,23.206785,12.197,26.73716,1.0275,1121.10757,1.3054,174.153839,1747.47,22.35,32.9512,145.539993
2012-10-17,23.021786,12.3745,26.978851,1.0383,1118.361298,1.3119,176.230774,1750.15,21.790001,33.2237,146.199997
2012-10-18,22.594286,12.2425,27.205439,1.0366,1117.947677,1.3067,175.461533,1741.4,21.67,32.7963,145.820007
2012-10-19,21.780001,12.0,26.676737,1.0331,1120.133578,1.3024,169.461533,1721.75,21.27,32.0775,143.389999
2012-10-22,22.643929,11.689,26.63142,1.032,1118.861542,1.306,166.92308,1728.6,21.459999,32.4225,143.410004
2012-10-23,21.905714,11.7155,26.435045,1.0265,1119.373021,1.2987,163.692307,1707.63,21.59,31.6862,141.419998
2012-10-24,22.029642,11.4245,26.216011,1.0356,1119.093273,1.2974,163.538467,1702.04,21.459999,31.7569,141.020004
2012-10-25,21.769285,11.146,26.057402,1.0347,1116.574592,1.2934,163.538467,1712.1,21.690001,32.14,141.429993
2012-10-26,21.571428,11.912,26.155588,1.0373,1119.069284,1.2938,162.384613,1711.2,21.950001,32.09,141.350006
2012-10-31,21.261429,11.6445,26.125378,1.0376,1121.520444,1.296,162.0,1720.65,21.629999,32.2425,141.350006
2012-11-01,21.305,11.607,26.503021,1.0401,1119.908789,1.2943,164.153839,1714.2,22.26,32.2575,142.830002
2012-11-02,20.6,11.621,26.382175,1.0337,1119.452752,1.2835,163.92308,1678.0,22.059999,30.9125,141.559998
2012-11-05,20.879286,11.7165,26.306646,1.0365,1121.00291,1.2796,164.692307,1684.97,21.84,31.1812,141.850006
2012-11-06,20.816071,11.878,26.283989,1.0435,1118.030427,1.2814,166.07692,1716.0,21.73,31.9875,142.960007
2012-11-07,19.928572,11.603,25.407854,1.0408,1121.549363,1.2771,162.538467,1717.55,20.91,31.825,139.720001
2012-11-08,19.205357,11.3675,25.075529,1.0405,1122.794678,1.2747,160.692307,1731.4,20.83,32.3325,138.039993
2012-11-09,19.537857,11.3155,25.332327,1.0387,1122.362746,1.2714,161.538467,1731.07,20.799999,32.6,138.160004
2012-11-13,19.389286,11.33,25.641994,1.0435,1122.629512,1.2704,159.07692,1724.95,20.280001,32.4938,137.789993
2012-11-14,19.174286,11.1475,25.513596,1.0376,1122.149088,1.2736,153.92308,1726.5,19.959999,32.6794,135.929993
2012-11-15,18.772142,11.03,25.241692,1.0332,1121.686998,1.2781,154.307693,1715.75,20.030001,32.625,135.699997
2012-11-16,18.845715,11.2615,25.03021,1.0339,1121.856524,1.2743,155.0,1713.72,20.190001,32.3275,136.369995
2012-11-19,20.204643,11.4855,25.543806,1.0412,1120.787426,1.2814,158.92308,1731.72,20.25,33.1162,139.130005
2012-11-20,20.032499,11.689,25.438066,1.0389,1119.135842,1.2817,158.615387,1727.05,19.51,33.1675,139.190002
